id,published_date,title,isbn,price
266,04/08/10 16:43,WIZARD IN JULY,9.78979E+12,16500
268,04/08/10 17:56,"YOWAMUSHI PEDAL, GO! Vol. 8",9.78979E+13,16500
269,11/08/10 00:09,BATTLE BRAWLERS BAKUGAN 9,9.78979E+12,16500
270,11/08/10 00:16,BLEACH vol. 32,9.78979E+12,16500
271,01/06/11 00:00,Bleach #40,9.78602E+12,16500
273,01/06/11 00:00,Glasses Boy Fans Club,9.78602E+12,16500
274,01/06/11 00:00,"Hai, Miiko! #23",,16500
275,01/06/11 00:00,Heroine Complex,9.78602E+12,16500
276,01/06/11 00:00,Love Class,9.78602E+12,16500
277,01/06/11 00:00,Love Samurai,9.78602E+12,16500
278,01/06/11 00:00,Magical X Miracle #6  (END),9.78602E+12,16500
279,01/06/11 00:00,Monika #141,9.78602E+12,16500
281,01/06/11 00:00,My Tiger Boy #1,9.78602E+12,16500
282,01/06/11 00:00,My Tiger Boy #2 (END),9.78602E+12,16500
283,01/06/11 00:00,Out Code #3 (END),9.78602E+12,16500
285,01/06/11 00:00,Seiyuu-Ka! Lovely Voice #1,9.78602E+12,16500
286,01/06/11 00:00,Sky Blue Beach #5,9.78602E+12,16500
290,08/06/11 00:00,Love So Life #4,9.78602E+12,16500
291,08/06/11 00:00,Meet the Banchou #6,9.78602E+12,16500
292,08/06/11 00:00,My Devilish Love,9.78602E+12,16500
294,08/06/11 00:00,Petualangan Hebring,9.78602E+12,16500
297,08/06/11 00:00,SOS After School,9.78602E+12,16500
302,15/06/11 00:00,Bleach #41,9.78602E+12,16500
303,15/06/11 00:00,Just Love Me!,9.78602E+12,16500
304,15/06/11 00:00,Miracle Kiss,9.78602E+12,16500
306,15/06/11 00:00,Naughty Boyfriend,9.78602E+12,16500
309,22/06/11 00:00,Aoizaka Baseball Club #20,9.78602E+12,16500
310,22/06/11 00:00,Film Girl #1,9.78602E+12,16500
312,22/06/11 00:00,My Life #3,9.78602E+12,16500
313,22/06/11 00:00,Neon Genesis Evangelion Ironmaiden 2nd # 6 (END),9.78602E+12,16500
315,22/06/11 00:00,Pudding in Love #2,9.78602E+12,16500
316,22/06/11 00:00,Shanaou Yoshitsune Genpei War #13,9.78602E+12,16500
317,22/06/11 00:00,Song of Love #8 (END),9.78602E+12,16500
319,22/06/11 00:00,When Love Is Blooming,9.78602E+12,16500
320,29/06/11 23:31,My Kingdom 03,9.78602E+12,16500
322,11/08/10 10:59,GO! HIROMI GO!  Volume.2,9.78979E+12,16500
323,11/08/10 11:19,IJIME Ã¢â‚¬â€œ The Invisible Malice,9.78979E+12,16500
324,06/07/11 12:00,Sky Blue Beach #6 (tamat),9.78602E+12,16500
325,06/07/11 12:00,Let Me Kiss You,9.78602E+12,16500
329,05/07/10 00:27,"AH, DEAR BANCHOU! Volume.5",9.78979E+12,16500
330,28/07/10 00:58,BECAUSE I LOVE YOU  Volume.1,9.78979E+13,16500
331,28/07/10 12:56,BLEACH  Volume30,9.78979E+12,16500
334,28/07/11 00:03,DRAGON?GIRL  #5,9.78979E+12,16500
347,13/07/11 12:00,Meet The Banchou 7,9.78602E+12,16500
348,13/07/11 12:00,Love Button 2,9.78602E+12,16500
349,13/07/11 12:00,The Love Helper,9.78602E+12,16500
350,13/07/11 12:00,My Lovely Class Leader 1,9.78602E+12,16500
351,13/07/11 12:00,Seiyuu-ka!Lovely Voice 2,9.78602E+12,16500
352,13/07/11 12:00,Ultramix Collection 2,9.78602E+12,16500
353,13/07/11 12:00,Last Summer Cinema 1,9.78602E+12,16500
354,13/07/11 12:00,Love So Life 5,9.78602E+12,16500
360,28/07/10 01:14,Satu atap,9.78979E+12,16500
361,28/07/10 01:24,SHANAOU YOSHITSUNE GENPEI WAR  Volume 4,9.78979E+12,16500
362,28/07/10 01:45,Tell Me One Million Times  Volume 1,9.78979E+12,16500
366,28/07/10 22:32,YOU CANÃ‚ÂÅ&#039;T DISAPPEAR FROM ME  Volume 1,9.78979E+12,16500
367,11/08/10 10:52,MIRACLE BALL  Volume 10,9.78979E+12,16500
368,11/08/10 21:46,SPARKLING GINGACHOU 10,9.78979E+12,16500
369,11/08/10 21:57,SUGAR FAMILY Vol. 2,9.78979E+12,16500
371,18/08/10 15:07,A Badboy Drinks Tea 7,9.78979E+12,16500
374,20/07/11 22:18,Electric Daisy #8,9.78602E+12,16500
375,20/07/11 22:22,Namida Usagi_Tears of First Love #2,9.78602E+12,16500
376,20/07/11 22:25,My Beautiful Model,9.78602E+12,16500
383,20/07/11 23:35,Love Arrow,9.78602E+12,16500
386,20/07/11 23:44,Love Me,9.78602E+12,16500
385,20/07/11 23:42,3 Colors Signal,97860221819,16500
387,20/07/11 23:46,Magical Sweet Mermaid,9.78602E+12,16500
388,20/07/11 23:48,Sweet Words no Love,97860221529,16500
389,20/07/11 23:49,St Valentines Bodyguard,9.78602E+12,16500
390,27/07/11 23:56,Shanao Yoshitsune Genpei war #14,9.78602E+12,16500
391,27/07/11 23:58,My Life #4,9.78602E+12,16500
392,27/07/11 23:59,Chery #55,9.78602E+12,16500
